173.05	142.15	5.7140e-03	3.1503e+00
128.80	190.40	4.1678e-03	3.0051e+00
168.34	39.02	5.3147e-03	3.1614e+00
85.34	176.98	4.2701e-03	2.8967e+00
187.78	101.05	4.8303e-03	3.4292e+00
158.13	221.39	4.3107e-03	2.9526e+00
158.85	361.70	4.3525e-03	2.7263e+00
159.17	339.50	4.8746e-03	3.1431e+00
77.52	261.02	6.2537e-03	3.4375e+00
51.48	185.13	6.7305e-03	3.4296e+00
70.63	356.67	4.8599e-03	3.0625e+00
110.49	349.09	4.6144e-03	3.0291e+00
125.99	161.48	4.2344e-03	2.9348e+00
89.78	261.30	4.7182e-03	3.2279e+00
87.07	244.29	3.7469e-03	3.0372e+00
190.15	80.65	6.9388e-03	3.3622e+00
123.41	127.45	1.2676e-03	4.4921e+00
77.64	200.94	5.8537e-03	3.4688e+00
129.57	345.26	4.4059e-03	2.9020e+00
37.42	35.02	3.2038e-03	3.0017e+00
40.77	107.49	7.3883e-04	3.8125e+00
75.05	348.37	4.6684e-03	3.0058e+00
141.30	32.12	5.9748e-03	3.1866e+00
114.06	171.33	4.7633e-03	3.0319e+00
17.81	102.74	2.6390e-03	3.9609e+00
130.56	296.12	4.6218e-03	2.9883e+00
89.65	237.44	4.0845e-03	2.9255e+00
68.88	253.67	4.6419e-03	3.3164e+00
175.03	133.25	3.3856e-03	2.7494e+00
179.81	56.16	6.8545e-03	3.3625e+00
179.84	83.48	6.0799e-03	3.1935e+00
75.93	306.86	4.3953e-03	2.9110e+00
76.83	178.83	3.6392e-03	2.7680e+00
151.65	333.47	4.3932e-03	2.9055e+00
103.37	301.78	3.6775e-03	2.7908e+00
181.78	147.74	5.4557e-03	3.0792e+00
142.35	335.10	4.2757e-03	2.8560e+00
91.29	145.25	1.3886e-03	6.4982e+00
94.59	175.07	4.4938e-03	2.9578e+00
61.67	246.85	4.7291e-03	3.0240e+00
147.62	122.10	1.8085e-03	6.7365e+00
79.45	88.97	2.4549e-03	5.8052e+00
158.13	48.00	3.4085e-03	2.5348e+00
157.64	181.51	5.2557e-03	3.1009e+00
116.74	234.46	3.5222e-03	2.7938e+00
120.17	192.34	3.4453e-03	2.7607e+00
13.80	72.57	3.5557e-03	3.7500e+00
170.68	61.33	6.2044e-03	3.2403e+00
177.75	124.80	3.5273e-03	2.7005e+00
160.21	256.83	3.3345e-03	2.4925e+00
110.94	253.09	4.7546e-03	3.1103e+00
62.39	210.76	5.2267e-03	3.3275e+00
91.24	22.79	4.5434e-03	3.1331e+00
93.95	254.69	4.6315e-03	3.2037e+00
56.85	121.72	1.2746e-03	4.7828e+00
27.76	143.45	2.8242e-03	3.8837e+00
94.94	344.37	4.5104e-03	2.9500e+00
21.37	55.10	4.1866e-03	3.3051e+00
60.26	358.45	5.0409e-03	3.0914e+00
60.08	31.33	5.5423e-03	3.1911e+00
94.94	78.79	8.9683e-04	4.4648e+00
160.22	282.41	3.8641e-03	2.5470e+00
124.41	26.97	4.0122e-03	2.8208e+00
73.93	208.52	5.7751e-03	3.4703e+00
160.18	214.82	3.9347e-03	2.6611e+00
50.37	372.95	5.5824e-03	3.0353e+00
57.71	262.91	4.2978e-03	2.8990e+00
120.06	347.02	4.4793e-03	2.9444e+00
130.66	224.58	4.3624e-03	2.9361e+00
141.59	195.59	4.5446e-03	3.0001e+00
93.71	9.16	2.8069e-03	2.5484e+00
133.77	15.49	3.8600e-03	2.7834e+00
121.37	251.88	4.6520e-03	3.1354e+00
134.32	159.46	3.3319e-03	2.7374e+00
70.77	244.11	4.5877e-03	3.0001e+00
54.68	64.05	6.5859e-04	3.2692e+00
140.37	78.23	1.1753e-03	4.8073e+00
175.60	46.68	4.1307e-03	3.0050e+00
132.81	288.03	4.4915e-03	2.9338e+00
183.87	126.12	4.7588e-03	3.2452e+00
133.17	336.99	4.3556e-03	2.8855e+00
80.94	354.63	4.8409e-03	3.0506e+00
160.24	331.41	3.7339e-03	2.5229e+00
147.93	164.95	5.0832e-03	3.2963e+00
94.62	303.25	4.2613e-03	2.9320e+00
68.61	72.80	9.8632e-04	4.4633e+00
28.81	163.00	1.9430e-03	3.2854e+00
104.64	366.27	4.3362e-03	2.5467e+00
124.61	169.23	5.1042e-03	3.1705e+00
143.07	258.00	3.1259e-03	2.6420e+00
88.76	198.44	4.9308e-03	2.9832e+00
149.64	292.46	4.6286e-03	2.9654e+00
158.01	249.70	6.0942e-03	3.3152e+00
112.58	292.11	4.9529e-03	3.1036e+00
66.88	308.77	4.1084e-03	2.8266e+00
43.48	29.87	3.3133e-03	3.3680e+00
145.01	250.63	5.8622e-03	3.4191e+00
163.90	54.59	3.7318e-03	2.8239e+00
50.79	288.49	4.6296e-03	2.7155e+00
9.08	117.84	3.2386e-03	4.2983e+00
147.27	23.86	5.1701e-03	3.0150e+00
108.74	126.34	7.4425e-04	2.9391e+00
49.22	304.44	3.5085e-03	2.6215e+00
121.03	298.02	4.3768e-03	2.9354e+00
50.64	320.36	4.8490e-03	2.9772e+00
194.38	101.24	4.6195e-03	2.9980e+00
132.82	250.98	5.4231e-03	3.4558e+00
122.78	85.55	1.5444e-03	6.7029e+00
192.70	354.80	1.9038e-04	8.8600e-01
22.38	76.77	3.4718e-03	3.1138e+00
148.39	99.80	5.8600e-04	2.6820e+00
115.00	259.48	4.9089e-03	3.1567e+00
57.83	110.22	1.0350e-03	4.7900e+00
100.57	351.02	4.6239e-03	3.1533e+00
141.93	139.65	4.0091e-04	1.9500e+00
67.86	140.27	5.8809e-04	2.7170e+00
49.73	256.55	3.9016e-03	2.8646e+00
111.48	96.61	2.3099e-03	5.5243e+00
56.87	351.38	3.1667e-03	2.6103e+00
159.25	354.87	4.3525e-03	2.9999e+00
104.14	173.20	4.6191e-03	2.9735e+00
138.19	188.65	4.6337e-03	3.0341e+00
121.54	227.60	4.5350e-03	2.9873e+00
65.85	173.19	5.3741e-03	3.2048e+00
45.33	41.81	4.2843e-03	3.3611e+00
158.89	163.13	5.5657e-03	3.3249e+00
131.59	197.51	5.0308e-03	3.1221e+00
49.13	194.14	4.8085e-03	3.0740e+00
57.91	309.99	4.6157e-03	3.0102e+00
85.33	304.96	4.4667e-03	2.9677e+00
72.44	299.93	4.1246e-03	2.8508e+00
56.20	176.30	4.6457e-03	3.0311e+00
137.33	228.01	3.6343e-03	2.8076e+00
100.84	21.53	5.2095e-03	3.0572e+00
124.63	140.32	1.1488e-03	4.5932e+00
102.02	252.87	2.8826e-03	2.5906e+00
180.79	101.88	3.5644e-03	2.5752e+00
106.58	236.20	6.1791e-03	3.4750e+00
133.05	30.53	3.1956e-03	2.6964e+00
95.80	44.25	6.8736e-04	3.5430e+00
17.57	145.62	1.9304e-03	3.2684e+00
53.82	210.64	3.9452e-03	2.9450e+00
111.90	299.81	4.2471e-03	2.9348e+00
148.36	186.80	5.2142e-03	3.1801e+00
104.75	342.58	4.6800e-03	2.9913e+00
91.36	296.30	4.8580e-03	3.0763e+00
96.81	240.69	4.0424e-03	2.9505e+00
105.83	76.45	1.2308e-03	4.4417e+00
143.24	158.42	4.8457e-03	3.1415e+00
8.30	102.61	3.2819e-03	4.3168e+00
84.57	255.15	4.0450e-03	3.2062e+00
150.66	218.06	4.2902e-03	2.9698e+00
56.31	21.76	4.1827e-03	2.8668e+00
68.99	180.32	3.6505e-03	2.7654e+00
181.14	136.60	4.1954e-03	3.2492e+00
67.15	262.14	4.7762e-03	3.0443e+00
48.47	382.08	2.5815e-03	2.2357e+00
118.75	46.65	6.0346e-04	3.0562e+00
123.89	338.76	4.3935e-03	2.8961e+00
89.14	110.81	1.5939e-03	3.9282e+00
193.62	90.93	4.5123e-03	3.0787e+00
79.85	241.15	4.8638e-03	3.0957e+00
29.92	60.46	3.5848e-03	3.1542e+00
76.62	171.12	5.3501e-03	3.1917e+00
116.65	163.34	4.6158e-03	3.0013e+00
140.05	294.31	4.5171e-03	2.9468e+00
56.17	302.17	2.9343e-03	2.6227e+00
102.43	114.60	1.4248e-03	4.6678e+00
50.69	363.67	5.8675e-03	3.2121e+00
97.17	166.95	4.6010e-03	2.9659e+00
162.72	43.20	4.1301e-03	3.1741e+00
151.64	284.38	4.2744e-03	2.8624e+00
148.67	341.43	4.6760e-03	3.0304e+00
51.58	249.68	4.6282e-03	2.9778e+00
106.78	60.66	1.3964e-03	5.6665e+00
90.90	352.61	4.5585e-03	2.9865e+00
124.72	20.47	4.1858e-03	3.0366e+00
189.30	133.93	4.1843e-03	2.8707e+00
78.88	13.13	4.2264e-03	2.8714e+00
121.22	199.68	5.1360e-03	2.9805e+00
127.67	243.14	4.2701e-03	2.8038e+00
81.40	58.12	8.5764e-04	4.2719e+00
